[2024-09-08 13:53:40] info: 	z2m: Logging to console, file (filename: log.log)
[2024-09-08 13:53:40] info: 	z2m: Starting Zigbee2MQTT version 1.40.1 (commit #403d3c0)
[2024-09-08 13:53:40] info: 	z2m: Starting zigbee-herdsman (0.57.3)
[2024-09-08 13:53:40] info: 	zh:zstack:znp: Opening SerialPort with {"path":"/dev/ttyUSB0","baudRate":115200,"rtscts":false,"autoOpen":false}
[2024-09-08 13:53:40] info: 	zh:zstack:znp: Serialport opened
[2024-09-08 13:53:41] info: 	z2m: zigbee-herdsman started (resumed)
[2024-09-08 13:53:41] info: 	z2m: Coordinator firmware version: '{"meta":{"maintrel":1,"majorrel":2,"minorrel":7,"product":1,"revision":20210708,"transportrev":2},"type":"zStack3x0"}'
[2024-09-08 13:53:41] info: 	z2m: Heizung Flur (0xa4c1380aaa7d40da): ME168 - AVATTO Thermostatic radiator valve (EndDevice)
[2024-09-08 13:53:41] info: 	z2m: Heizung Arbeitszimmer (0xa4c1385b4d486352): ME168 - AVATTO Thermostatic radiator valve (EndDevice)
[2024-09-08 13:53:41] info: 	z2m: Currently 2 devices are joined.
[2024-09-08 13:53:41] warning: 	z2m: `permit_join` set to  `true` in configuration.yaml.
[2024-09-08 13:53:41] warning: 	z2m: Allowing new devices to join.
[2024-09-08 13:53:41] warning: 	z2m: Set `permit_join` to `false` once you joined all devices.
[2024-09-08 13:53:41] info: 	z2m: Zigbee: allowing new devices to join.
[2024-09-08 13:53:41] info: 	z2m: Connecting to MQTT server at mqtt://mosquitto.mosquitto.svc.cluster.local
[2024-09-08 13:53:41] info: 	z2m: Connected to MQTT server
[2024-09-08 13:53:41] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/bridge/state', payload '{"state":"online"}'
[2024-09-08 13:53:41] info: 	z2m: Started frontend on port 8080
[2024-09-08 13:53:41] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/bridge/state', payload '{"state":"online"}'
[2024-09-08 13:53:41] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/Heizung Flur', payload '{"battery_low":false,"child_lock":null,"current_heating_setpoint":20,"error":null,"frost_protection":null,"linkquality":78,"local_temperature":22,"local_temperature_calibration":null,"running_state":null,"scale_protection":null,"schedule_friday":"06:00/21.0 08:00/16.0 12:00/21.0 14:00/16.0","schedule_monday":null,"schedule_saturday":"06:00/21.0 08:00/16.0 12:00/21.0 14:00/16.0","schedule_sunday":"06:00/21.0 08:00/16.0 12:00/21.0 14:00/16.0","schedule_thursday":"06:00/21.0 08:00/16.0 12:00/21.0 14:00/16.0","schedule_tuesday":"06:00/21.0 08:00/16.0 12:00/21.0 14:00/16.0","schedule_wednesday":"06:00/21.0 08:00/16.0 12:00/21.0 14:00/16.0","system_mode":"off"}'
[2024-09-08 13:53:41] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/Heizung Arbeitszimmer', payload '{"battery_low":false,"child_lock":"UNLOCK","error":null,"frost_protection":null,"linkquality":78,"local_temperature_calibration":null,"running_state":null,"scale_protection":null,"schedule_friday":"06:00/21.0 08:00/16.0 12:00/21.0 14:00/16.0","schedule_monday":"06:00/21.0 08:00/16.0 12:00/21.0 14:00/16.0","schedule_saturday":"06:00/21.0 08:00/16.0 12:00/21.0 14:00/16.0","schedule_sunday":"06:00/21.0 08:00/16.0 12:00/21.0 14:00/16.0","schedule_thursday":"06:00/21.0 08:00/16.0 12:00/21.0 14:00/16.0","schedule_tuesday":"06:00/21.0 08:00/16.0 12:00/21.0 14:00/16.0","schedule_wednesday":"06:00/21.0 08:00/16.0 12:00/21.0 14:00/16.0"}'
[2024-09-08 13:53:41] info: 	z2m: Zigbee2MQTT started!
[2024-09-08 13:53:46] info: 	z2m:mqtt: MQTT publish: topic 'homeassistant/binary_sensor/1221051039810110150109113116116_0x00124b002f8a901f/connection_state/config', payload '{"device":{"hw_version":"zStack3x0 20210708","identifiers":["zigbee2mqtt_bridge_0x00124b002f8a901f"],"manufacturer":"Zigbee2MQTT","model":"Bridge","name":"Zigbee2MQTT Bridge","sw_version":"1.40.1"},"device_class":"connectivity","entity_category":"diagnostic","name":"Connection state","object_id":"zigbee2mqtt_bridge_connection_state","origin":{"name":"Zigbee2MQTT","sw":"1.40.1","url":"https://www.zigbee2mqtt.io"},"payload_off":"offline","payload_on":"online","state_topic":"zigbee2mqtt/bridge/state","unique_id":"bridge_0x00124b002f8a901f_connection_state_zigbee2mqtt","value_template":"{{ value_json.state }}"}'
