[2025-11-29 19:31:10] info: 	z2m: Logging to console, file (filename: log.log)
[2025-11-29 19:31:10] info: 	z2m: Starting Zigbee2MQTT version 1.40.1 (commit #403d3c0)
[2025-11-29 19:31:10] info: 	z2m: Starting zigbee-herdsman (0.57.3)
[2025-11-29 19:31:10] info: 	zh:zstack:znp: Opening SerialPort with {"path":"/dev/ttyUSB0","baudRate":115200,"rtscts":false,"autoOpen":false}
[2025-11-29 19:31:10] info: 	zh:zstack:znp: Serialport opened
[2025-11-29 19:31:10] info: 	z2m: zigbee-herdsman started (resumed)
[2025-11-29 19:31:10] info: 	z2m: Coordinator firmware version: '{"meta":{"maintrel":1,"majorrel":2,"minorrel":7,"product":1,"revision":20210708,"transportrev":2},"type":"zStack3x0"}'
[2025-11-29 19:31:10] info: 	z2m: Heizung Bad (0xa4c13882eb018ab9): ME168 - AVATTO Thermostatic radiator valve (EndDevice)
[2025-11-29 19:31:10] info: 	z2m: Heizung Flur (0xa4c1380aaa7d40da): ME168 - AVATTO Thermostatic radiator valve (EndDevice)
[2025-11-29 19:31:10] info: 	z2m: Heizung Küche (0xa4c138f6dbf43a3f): ME168 - AVATTO Thermostatic radiator valve (EndDevice)
[2025-11-29 19:31:10] info: 	z2m: Heizung Schlafzimmer (0xa4c138d8cc397e00): ME168 - AVATTO Thermostatic radiator valve (EndDevice)
[2025-11-29 19:31:10] info: 	z2m: Heizung Arbeitszimmer (0xa4c1385b4d486352): ME168 - AVATTO Thermostatic radiator valve (EndDevice)
[2025-11-29 19:31:10] info: 	z2m: Heizung Wohnzimmer (0xa4c138b7b8e0aa31): ME168 - AVATTO Thermostatic radiator valve (EndDevice)
[2025-11-29 19:31:10] info: 	z2m: Lampe Schlafzimmer (0x001788010bfb907a): 8719514392830 - Philips Hue White Ambiance E27 filament screw globe (Router)
[2025-11-29 19:31:10] info: 	z2m: Lampe Schlafzimmer Ambient (0xb43a31fffef6c201): LED1924G9 - IKEA TRADFRI bulb E26/E27, color/white spectrum, globe, opal, 800/806/810 lm (Router)
[2025-11-29 19:31:10] info: 	z2m: Steckdose GitHub (0x70b3d52b600a6548): BSD29_1 - Tuya Smart plug (with power monitoring by polling) (Router)
[2025-11-29 19:31:10] info: 	z2m: Steckdose Lichterkette (0x70b3d52b600bbb35): BSD29_1 - Tuya Smart plug (with power monitoring by polling) (Router)
[2025-11-29 19:31:10] info: 	z2m: Currently 10 devices are joined.
[2025-11-29 19:31:10] info: 	z2m: Zigbee: disabling joining new devices.
[2025-11-29 19:31:11] info: 	z2m: Connecting to MQTT server at mqtt://mosquitto.mosquitto.svc.cluster.local
[2025-11-29 19:31:11] error: 	z2m: MQTT error: connect ECONNREFUSED 10.43.109.117:1883
[2025-11-29 19:31:11] error: 	z2m: MQTT failed to connect, exiting... (connect ECONNREFUSED 10.43.109.117:1883)
[2025-11-29 19:31:11] info: 	z2m: Stopping zigbee-herdsman...
[2025-11-29 19:31:12] error: 	z2m: MQTT error: connect ECONNREFUSED 10.43.109.117:1883
[2025-11-29 19:31:13] error: 	z2m: MQTT error: connect ECONNREFUSED 10.43.109.117:1883
[2025-11-29 19:31:14] error: 	z2m: MQTT error: connect ECONNREFUSED 10.43.109.117:1883
[2025-11-29 19:31:15] error: 	z2m: MQTT error: connect ECONNREFUSED 10.43.109.117:1883
[2025-11-29 19:31:16] error: 	z2m: MQTT error: connect ECONNREFUSED 10.43.109.117:1883
[2025-11-29 19:31:17] error: 	z2m: MQTT error: connect ECONNREFUSED 10.43.109.117:1883
[2025-11-29 19:31:18] error: 	z2m: MQTT error: connect ECONNREFUSED 10.43.109.117:1883
[2025-11-29 19:31:19] error: 	z2m: MQTT error: connect ECONNREFUSED 10.43.109.117:1883
[2025-11-29 19:31:20] error: 	z2m: MQTT error: connect ECONNREFUSED 10.43.109.117:1883
[2025-11-29 19:31:20] info: 	zh:controller: Wrote coordinator backup to '/data/coordinator_backup.json'
[2025-11-29 19:31:20] info: 	zh:zstack:znp: closing
[2025-11-29 19:31:20] info: 	zh:zstack:znp: Port closed
[2025-11-29 19:31:20] info: 	z2m: Stopped zigbee-herdsman
