[2025-11-29 19:51:42] info: 	z2m: Logging to console, file (filename: log.log)
[2025-11-29 19:51:42] info: 	z2m: Starting Zigbee2MQTT version 1.40.1 (commit #403d3c0)
[2025-11-29 19:51:42] info: 	z2m: Starting zigbee-herdsman (0.57.3)
[2025-11-29 19:51:43] info: 	zh:zstack:znp: Opening SerialPort with {"path":"/dev/ttyUSB0","baudRate":115200,"rtscts":false,"autoOpen":false}
[2025-11-29 19:51:43] info: 	zh:zstack:znp: Serialport opened
[2025-11-29 19:51:45] info: 	z2m: zigbee-herdsman started (resumed)
[2025-11-29 19:51:45] info: 	z2m: Coordinator firmware version: '{"meta":{"maintrel":1,"majorrel":2,"minorrel":7,"product":1,"revision":20210708,"transportrev":2},"type":"zStack3x0"}'
[2025-11-29 19:51:45] info: 	z2m: Heizung Bad (0xa4c13882eb018ab9): ME168 - AVATTO Thermostatic radiator valve (EndDevice)
[2025-11-29 19:51:45] info: 	z2m: Heizung Flur (0xa4c1380aaa7d40da): ME168 - AVATTO Thermostatic radiator valve (EndDevice)
[2025-11-29 19:51:45] info: 	z2m: Heizung Küche (0xa4c138f6dbf43a3f): ME168 - AVATTO Thermostatic radiator valve (EndDevice)
[2025-11-29 19:51:45] info: 	z2m: Heizung Schlafzimmer (0xa4c138d8cc397e00): ME168 - AVATTO Thermostatic radiator valve (EndDevice)
[2025-11-29 19:51:45] info: 	z2m: Heizung Arbeitszimmer (0xa4c1385b4d486352): ME168 - AVATTO Thermostatic radiator valve (EndDevice)
[2025-11-29 19:51:45] info: 	z2m: Heizung Wohnzimmer (0xa4c138b7b8e0aa31): ME168 - AVATTO Thermostatic radiator valve (EndDevice)
[2025-11-29 19:51:45] info: 	z2m: Lampe Schlafzimmer (0x001788010bfb907a): 8719514392830 - Philips Hue White Ambiance E27 filament screw globe (Router)
[2025-11-29 19:51:45] info: 	z2m: Lampe Schlafzimmer Ambient (0xb43a31fffef6c201): LED1924G9 - IKEA TRADFRI bulb E26/E27, color/white spectrum, globe, opal, 800/806/810 lm (Router)
[2025-11-29 19:51:45] info: 	z2m: Steckdose GitHub (0x70b3d52b600a6548): BSD29_1 - Tuya Smart plug (with power monitoring by polling) (Router)
[2025-11-29 19:51:45] info: 	z2m: Steckdose Lichterkette (0x70b3d52b600bbb35): BSD29_1 - Tuya Smart plug (with power monitoring by polling) (Router)
[2025-11-29 19:51:45] info: 	z2m: Currently 10 devices are joined.
[2025-11-29 19:51:45] info: 	z2m: Zigbee: disabling joining new devices.
[2025-11-29 19:51:45] info: 	z2m: Connecting to MQTT server at mqtt://mosquitto.mosquitto.svc.cluster.local
[2025-11-29 19:51:45] info: 	z2m: Connected to MQTT server
[2025-11-29 19:51:45] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/bridge/state', payload '{"state":"online"}'
[2025-11-29 19:51:45] info: 	z2m: Started frontend on port 8080
[2025-11-29 19:51:46] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/bridge/state', payload '{"state":"online"}'
[2025-11-29 19:51:46] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/Heizung Bad', payload '{"battery_low":false,"child_lock":"UNLOCK","current_heating_setpoint":18,"error":null,"frost_protection":"ON","linkquality":75,"local_temperature":18,"local_temperature_calibration":0,"running_state":"idle","scale_protection":"OFF","schedule_friday":"06:00/21.0 08:00/16.0 12:00/21.0 14:00/16.0","schedule_monday":"06:00/21.0 08:00/16.0 12:00/21.0 14:00/16.0","schedule_saturday":"06:00/21.0 08:00/16.0 12:00/21.0 14:00/16.0","schedule_sunday":"06:00/21.0 08:00/16.0 12:00/21.0 14:00/16.0","schedule_thursday":"06:00/21.0 08:00/16.0 12:00/21.0 14:00/16.0","schedule_tuesday":"06:00/21.0 08:00/16.0 12:00/21.0 14:00/16.0","schedule_wednesday":"06:00/21.0 08:00/16.0 12:00/21.0 14:00/16.0","system_mode":"heat"}'
[2025-11-29 19:51:46] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/Heizung Flur', payload '{"battery_low":false,"child_lock":"UNLOCK","current_heating_setpoint":18,"error":null,"frost_protection":"OFF","linkquality":84,"local_temperature":21,"local_temperature_calibration":4,"running_state":"idle","scale_protection":"OFF","schedule_friday":"06:00/21.0 08:00/16.0 12:00/21.0 14:00/16.0","schedule_monday":"06:00/21.0 08:00/16.0 12:00/21.0 14:00/16.0","schedule_saturday":"06:00/21.0 08:00/16.0 12:00/21.0 14:00/16.0","schedule_sunday":"06:00/21.0 08:00/16.0 12:00/21.0 14:00/16.0","schedule_thursday":"06:00/21.0 08:00/16.0 12:00/21.0 14:00/16.0","schedule_tuesday":"06:00/21.0 08:00/16.0 12:00/21.0 14:00/16.0","schedule_wednesday":"06:00/21.0 08:00/16.0 12:00/21.0 14:00/16.0","system_mode":"heat"}'
